Itn	UB	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	LB	Gap
21	1.13255e+10	-1.16141e+07	-1.28038e+07	-5.4277e+06	-1.37721e+07	-1.99371e+07	-1.11397e+07	-6.23478e+06	-9.21327e+06	-8.55875e+06	-8.58103e+06	-3.85886e+06	-1.20899e+07	-9.9363e+06	-9.81087e+06	-5.40878e+06	-2.17759e+07	-1.96081e+07	-4.45964e+06	-2.5605e+06	-8.40716e+06	-4.69284e+06	-3.78261e+06	-5.55616e+06	-7.7054e+06	-4.85042e+06	-3.58133e+06	-5.67755e+06	-7.3679e+06	-7.32798e+06	-5.86594e+06	-5.13696e+06	-6.55858e+06	-8.49696e+06	-1.14738e+07	-6.94564e+06	-5.32207e+06	-9.90585e+06	-4.86385e+06	-3.68111e+06	-7.78578e+06	-4.23488e+06	-3.58369e+06	-5.60755e+06	-3.72621e+06	-4.83239e+06	-3.3627e+06	-4.62108e+06	-5.80275e+06	-4.96342e+06	-3.90567e+06	-3.61688e+06	-3.23783e+06	-4.20987e+06	-4.95468e+06	-4.67897e+06	-4.10178e+06	-5.07564e+06	-4.86325e+06	-3.3194e+06	-3.20836e+06	-3.78723e+06	-3.3796e+06	-2.21028e+06	1.08985e+10	0.0391854
22	1.13077e+10	-7.57819e+06	-1.13744e+07	-6.20984e+06	-6.93202e+06	-1.54523e+07	-7.58425e+06	-1.29813e+07	-7.57923e+06	-8.45187e+06	-1.03654e+07	-3.65692e+06	-8.91742e+06	-5.31111e+06	-7.8595e+06	-4.02994e+06	-1.5305e+07	-1.83017e+07	-6.74389e+06	-1.57984e+06	-6.44272e+06	-5.09852e+06	-4.48029e+06	-4.53846e+06	-6.57894e+06	-4.7986e+06	-3.84071e+06	-4.72852e+06	-5.37816e+06	-3.61095e+06	-3.65061e+06	-3.84539e+06	-5.91049e+06	-7.42374e+06	-1.07552e+07	-4.86758e+06	-5.8417e+06	-5.73855e+06	-5.52816e+06	-3.47138e+06	-5.24709e+06	-4.18173e+06	-3.87561e+06	-3.89246e+06	-3.29455e+06	-3.40396e+06	-1.2952e+06	-3.94015e+06	-8.06249e+06	-4.52173e+06	-3.8834e+06	-4.68122e+06	-3.12999e+06	-4.66858e+06	-3.86261e+06	-5.91854e+06	-4.34914e+06	-2.47702e+06	-4.15276e+06	-3.48574e+06	-1.9772e+06	-3.58571e+06	-2.93303e+06	-1.56212e+06	1.09426e+10	0.0333673
23	1.12972e+10	-9.03642e+06	-1.61617e+07	-6.6861e+06	-6.25497e+06	-1.33719e+07	-7.31951e+06	-7.34829e+06	-5.82863e+06	-7.74162e+06	-8.81248e+06	-4.11454e+06	-3.67204e+06	-7.65545e+06	-5.76532e+06	-4.39886e+06	-1.37781e+07	-1.23227e+07	-6.35009e+06	-3.47338e+06	-7.97006e+06	-4.76728e+06	-6.18974e+06	-2.29796e+06	-5.8753e+06	-2.48554e+06	-3.1644e+06	-5.36603e+06	-4.02849e+06	-3.16204e+06	-6.27182e+06	-2.77345e+06	-9.60553e+06	-6.52653e+06	-1.9047e+07	-5.22551e+06	-5.11576e+06	-7.15782e+06	-3.59981e+06	-3.2379e+06	-5.7953e+06	-2.26614e+06	-3.27103e+06	-4.23338e+06	-4.60153e+06	-2.22261e+06	-1.40309e+06	-2.56278e+06	-5.63265e+06	-5.93965e+06	-5.01035e+06	-4.17733e+06	-2.79255e+06	-3.15394e+06	-3.02611e+06	-3.9083e+06	-4.32055e+06	-4.10603e+06	-2.65514e+06	-3.28058e+06	-2.77625e+06	-2.81208e+06	-3.70061e+06	-1.37531e+06	1.09482e+10	0.0318759
24	1.12852e+10	-8.11651e+06	-7.58971e+06	-5.89588e+06	-5.7671e+06	-9.81391e+06	-2.44357e+06	-5.1772e+06	-1.19404e+07	-6.60825e+06	-5.9691e+06	-2.22217e+06	-3.50099e+06	-5.72092e+06	-5.6363e+06	-4.4768e+06	-1.23233e+07	-1.1399e+07	-5.57388e+06	-3.97163e+06	-5.11053e+06	-5.44194e+06	-5.77113e+06	-2.49804e+06	-5.32771e+06	-3.50068e+06	-2.44983e+06	-4.65811e+06	-3.55847e+06	-4.36011e+06	-9.4592e+06	-3.48265e+06	-5.72924e+06	-1.02747e+07	-1.05719e+07	-5.88846e+06	-5.04942e+06	-5.52559e+06	-3.76812e+06	-4.19475e+06	-5.403e+06	-1.9978e+06	-3.08143e+06	-4.51495e+06	-3.3708e+06	-2.94712e+06	-1.20352e+06	-3.88624e+06	-4.34319e+06	-5.00253e+06	-3.19431e+06	-4.19417e+06	-3.3433e+06	-2.48243e+06	-3.03597e+06	-5.24741e+06	-4.15541e+06	-4.2224e+06	-2.2849e+06	-3.37989e+06	-1.30651e+06	-2.14283e+06	-3.52469e+06	-1.2564e+06	1.09749e+10	0.0282726
25	1.12701e+10	-7.14313e+06	-4.38644e+06	-6.34944e+06	-5.34896e+06	-8.4608e+06	-3.65138e+06	-3.48886e+06	-7.06637e+06	-5.43983e+06	-6.16645e+06	-3.2139e+06	-2.38592e+06	-2.18183e+06	-4.89855e+06	-6.53404e+06	-1.30871e+07	-9.4746e+06	-5.5678e+06	-3.72209e+06	-6.70601e+06	-5.2594e+06	-2.93448e+06	-2.39004e+06	-5.94294e+06	-2.06807e+06	-2.89148e+06	-3.72178e+06	-5.31356e+06	-3.77535e+06	-8.59577e+06	-2.44764e+06	-5.15463e+06	-7.16257e+06	-8.09587e+06	-7.91521e+06	-5.74545e+06	-5.23146e+06	-4.49935e+06	-4.17631e+06	-6.58464e+06	-3.03789e+06	-2.58493e+06	-3.44989e+06	-2.10427e+06	-2.16287e+06	-919022	-1.60684e+06	-4.88682e+06	-4.6475e+06	-2.58398e+06	-4.70406e+06	-2.83454e+06	-2.58154e+06	-2.07531e+06	-4.71458e+06	-3.07153e+06	-4.32333e+06	-1.35922e+06	-3.97903e+06	-1.26987e+06	-2.13505e+06	-2.72978e+06	-931668	1.09902e+10	0.0254656
26	1.12562e+10	-1.16153e+07	-2.11831e+06	-6.72908e+06	-4.3992e+06	-9.13782e+06	-4.30678e+06	-4.86231e+06	-6.38466e+06	-6.10388e+06	-6.70207e+06	-8.03042e+06	-2.77358e+06	-3.98678e+06	-3.76916e+06	-3.47469e+06	-1.06933e+07	-8.13275e+06	-6.53554e+06	-2.94978e+06	-4.866e+06	-2.79504e+06	-2.22558e+06	-1.64621e+06	-4.71815e+06	-3.26529e+06	-3.60537e+06	-3.58801e+06	-4.93728e+06	-3.94006e+06	-5.47682e+06	-1.72941e+06	-4.18681e+06	-7.55723e+06	-6.30235e+06	-6.28742e+06	-4.43679e+06	-5.87225e+06	-3.2997e+06	-2.99203e+06	-7.68034e+06	-4.1736e+06	-2.34933e+06	-2.26408e+06	-1.8883e+06	-4.01395e+06	-826132	-3.22211e+06	-2.96535e+06	-1.82234e+06	-3.31206e+06	-3.29257e+06	-2.76675e+06	-1.91203e+06	-2.70989e+06	-2.59273e+06	-3.45405e+06	-3.90233e+06	-1.52235e+06	-2.78313e+06	-2.49122e+06	-1.67756e+06	-2.4323e+06	-596475	1.09931e+10	0.0239317
27	1.12518e+10	-6.43313e+06	-2.22235e+06	-4.89924e+06	-3.20366e+06	-9.09374e+06	-4.67738e+06	-6.54343e+06	-3.21128e+06	-8.56095e+06	-4.79927e+06	-6.25934e+06	-2.27722e+06	-3.87019e+06	-2.52776e+06	-3.35772e+06	-8.80194e+06	-4.15517e+06	-6.07077e+06	-2.95716e+06	-2.56868e+06	-6.88972e+06	-3.04538e+06	-1.03364e+06	-2.38973e+06	-1.42802e+06	-2.71643e+06	-3.3503e+06	-5.27305e+06	-3.6821e+06	-3.99331e+06	-2.21931e+06	-4.83376e+06	-5.78714e+06	-5.07488e+06	-8.51419e+06	-3.98099e+06	-5.23615e+06	-2.54387e+06	-2.7411e+06	-4.05242e+06	-3.83627e+06	-3.04971e+06	-3.13619e+06	-1.9753e+06	-4.03079e+06	-877557	-3.77203e+06	-3.17893e+06	-1.81796e+06	-2.2008e+06	-1.96356e+06	-1.98363e+06	-2.01058e+06	-1.37778e+06	-2.43981e+06	-2.41938e+06	-4.16957e+06	-3.20428e+06	-2.02891e+06	-798649	-3.21098e+06	-1.87374e+06	-1.61831e+06	1.10196e+10	0.0210762
28	1.12423e+10	-8.11433e+06	-2.68496e+06	-5.93989e+06	-2.59729e+06	-3.10644e+06	-4.21599e+06	-4.18611e+06	-4.14308e+06	-6.01703e+06	-2.95887e+06	-4.04609e+06	-1.88999e+06	-6.32701e+06	-2.05212e+06	-1.1029e+06	-8.93576e+06	-4.0353e+06	-4.86747e+06	-2.75117e+06	-1.89966e+06	-3.20848e+06	-1.35607e+06	-1.06982e+06	-3.23606e+06	-1.3246e+06	-3.0458e+06	-920520	-4.0554e+06	-2.25286e+06	-4.2268e+06	-1.8677e+06	-6.76068e+06	-4.26333e+06	-5.73638e+06	-5.38924e+06	-3.19599e+06	-4.36302e+06	-2.93604e+06	-4.25146e+06	-6.51958e+06	-2.34377e+06	-2.545e+06	-4.23323e+06	-2.20578e+06	-1.7991e+06	-881594	-3.38216e+06	-2.84936e+06	-1.66121e+06	-1.61292e+06	-1.85624e+06	-4.49524e+06	-2.43249e+06	-1.26481e+06	-3.35849e+06	-3.0574e+06	-7.24761e+06	-3.15594e+06	-2.77762e+06	-1.4913e+06	-2.60337e+06	-2.07909e+06	-1.44401e+06	1.10297e+10	0.0192779
29	1.12351e+10	-1.33512e+07	-3.52358e+06	-2.34569e+06	-4.6828e+06	-2.63727e+06	-2.65875e+06	-5.49942e+06	-3.38175e+06	-6.28301e+06	-4.1275e+06	-3.87907e+06	-1.71211e+06	-4.97245e+06	-4.50608e+06	-2.0192e+06	-6.01951e+06	-2.73511e+06	-5.21724e+06	-4.5431e+06	-2.71354e+06	-5.69267e+06	-2.38948e+06	-1.15003e+06	-2.66163e+06	-1.3135e+06	-2.25291e+06	-2.02574e+06	-3.41096e+06	-1.92561e+06	-2.48729e+06	-1.40802e+06	-4.96009e+06	-5.97513e+06	-4.14486e+06	-5.11352e+06	-3.02363e+06	-2.7511e+06	-2.9254e+06	-3.43628e+06	-4.79815e+06	-1.63155e+06	-1.87672e+06	-2.24422e+06	-3.50441e+06	-2.86647e+06	-1.08348e+06	-3.19011e+06	-1.98302e+06	-721077	-3.18632e+06	-2.5218e+06	-2.69337e+06	-2.57205e+06	-1.99486e+06	-2.52025e+06	-2.31688e+06	-4.10896e+06	-2.10585e+06	-2.7824e+06	-1.63776e+06	-2.06961e+06	-1.8054e+06	-1.27588e+06	1.10318e+10	0.0184328
30	1.12288e+10	-7.39661e+06	-5.79439e+06	-1.79441e+06	-2.1408e+06	-2.80605e+06	-2.4493e+06	-2.71035e+06	-4.24639e+06	-5.52132e+06	-2.142e+06	-5.54622e+06	-1.64768e+06	-2.03702e+06	-1.78774e+06	-1.60753e+06	-7.0601e+06	-4.25898e+06	-4.75791e+06	-2.4325e+06	-2.47571e+06	-3.98136e+06	-2.31135e+06	-1.20031e+06	-3.07716e+06	-1.8808e+06	-2.36168e+06	-1.17037e+06	-3.03225e+06	-2.22988e+06	-2.63503e+06	-1.50185e+06	-4.60018e+06	-4.00333e+06	-4.71052e+06	-3.64184e+06	-3.4552e+06	-2.31395e+06	-2.67887e+06	-2.03908e+06	-4.12156e+06	-1.12965e+06	-1.78858e+06	-1.48679e+06	-1.96674e+06	-1.90224e+06	-1.4487e+06	-1.97607e+06	-1.81067e+06	-1.00493e+06	-1.53431e+06	-2.05876e+06	-2.42831e+06	-2.12033e+06	-1.29293e+06	-2.88651e+06	-1.93471e+06	-3.80407e+06	-1.95576e+06	-2.34852e+06	-754333	-2.17876e+06	-1.79774e+06	-1.20484e+06	1.10584e+10	0.0154068
31	1.1223e+10	-5.26778e+06	-6.38048e+06	-2.5364e+06	-5.44197e+06	-2.58495e+06	-1.59752e+06	-4.70703e+06	-4.48757e+06	-4.52282e+06	-2.78124e+06	-4.26884e+06	-1.36949e+06	-4.10018e+06	-2.02371e+06	-2.6177e+06	-5.74044e+06	-4.72727e+06	-4.02765e+06	-1.88854e+06	-2.48822e+06	-3.47279e+06	-2.53868e+06	-1.24293e+06	-3.83318e+06	-1.40645e+06	-1.5748e+06	-2.08144e+06	-4.24002e+06	-3.43347e+06	-3.29456e+06	-699565	-4.95866e+06	-1.21014e+07	-4.50885e+06	-2.89949e+06	-3.12647e+06	-2.99398e+06	-2.04076e+06	-1.52833e+06	-5.6248e+06	-3.38657e+06	-2.02156e+06	-3.12767e+06	-4.01377e+06	-2.28092e+06	-987043	-3.11548e+06	-2.9454e+06	-3.25267e+06	-1.85514e+06	-1.73234e+06	-1.58955e+06	-1.90466e+06	-1.15144e+06	-1.74863e+06	-2.17969e+06	-3.50155e+06	-2.48824e+06	-2.97513e+06	-1.07642e+06	-2.62398e+06	-1.84586e+06	-692395	1.10584e+10	0.0148874
32	1.122e+10	-5.05029e+06	-6.14176e+06	-2.1558e+06	-2.85564e+06	-1.42663e+06	-1.52802e+06	-5.37994e+06	-3.65222e+06	-1.74818e+06	-832591	-2.54604e+06	-1.62732e+06	-3.67515e+06	-2.38163e+06	-4.05419e+06	-3.76728e+06	-4.75584e+06	-3.46308e+06	-4.47979e+06	-2.49853e+06	-1.93128e+06	-3.01212e+06	-1.08811e+06	-2.7425e+06	-1.81503e+06	-2.27684e+06	-1.29335e+06	-3.7e+06	-3.46718e+06	-3.1745e+06	-713947	-3.13585e+06	-3.51568e+06	-3.97783e+06	-2.49094e+06	-2.61101e+06	-2.25098e+06	-1.47305e+06	-2.86129e+06	-3.9713e+06	-1.63958e+06	-1.54214e+06	-2.20115e+06	-1.43184e+06	-1.58031e+06	-1.88176e+06	-2.09774e+06	-2.11832e+06	-2.17435e+06	-1.41342e+06	-1.51759e+06	-1.52528e+06	-1.7194e+06	-810945	-1.63487e+06	-1.6703e+06	-2.11556e+06	-1.97164e+06	-1.99558e+06	-2.28976e+06	-1.71119e+06	-1.65297e+06	-1.48644e+06	1.10643e+10	0.0140728
33	1.12139e+10	-5.00368e+06	-7.65579e+06	-2.38575e+06	-3.95652e+06	-1.49879e+06	-1.02044e+06	-4.19111e+06	-3.64253e+06	-2.91953e+06	-1.30286e+06	-1.96105e+06	-1.30929e+06	-3.27986e+06	-2.47571e+06	-3.65456e+06	-6.11287e+06	-1.5241e+06	-2.8317e+06	-1.76311e+06	-2.02517e+06	-3.00127e+06	-2.21911e+06	-820313	-2.09371e+06	-2.54947e+06	-2.07068e+06	-1.76379e+06	-1.81086e+06	-2.88822e+06	-1.12134e+06	-963050	-2.05642e+06	-2.70388e+06	-4.75609e+06	-3.3399e+06	-3.19636e+06	-1.65474e+06	-832569	-1.31813e+06	-1.98111e+06	-1.57871e+06	-1.77035e+06	-3.00001e+06	-1.54545e+06	-1.6687e+06	-716790	-2.36478e+06	-1.84657e+06	-1.97964e+06	-906836	-1.3005e+06	-768042	-2.13085e+06	-987270	-1.89398e+06	-1.663e+06	-2.40639e+06	-1.61635e+06	-2.13996e+06	-1.05301e+06	-2.36226e+06	-2.0165e+06	-1.20465e+06	1.10714e+10	0.0128779
34	1.121e+10	-4.54661e+06	-6.3835e+06	-5.08694e+06	-5.62274e+06	-1.36525e+06	-1.08198e+06	-7.18773e+06	-2.90092e+06	-1.76022e+06	-1.62483e+06	-1.87942e+06	-1.39519e+06	-1.00737e+06	-4.00335e+06	-905258	-3.59107e+06	-2.09624e+06	-2.33727e+06	-2.20799e+06	-1.65614e+06	-1.49548e+06	-1.99896e+06	-595012	-2.23924e+06	-2.44411e+06	-2.33346e+06	-2.49709e+06	-1.50612e+06	-4.19466e+06	-1.04327e+06	-1.14791e+06	-1.82567e+06	-2.80903e+06	-2.57172e+06	-3.66738e+06	-2.6326e+06	-2.21595e+06	-1.46732e+06	-1.67342e+06	-2.67597e+06	-1.38951e+06	-1.5712e+06	-1.64173e+06	-1.51855e+06	-1.49796e+06	-1.52502e+06	-2.21679e+06	-2.08392e+06	-740390	-732152	-1.74552e+06	-1.06854e+06	-2.13278e+06	-1.49592e+06	-3.05683e+06	-1.61266e+06	-1.74126e+06	-1.76722e+06	-1.76325e+06	-991355	-2.35808e+06	-1.99269e+06	-1.24022e+06	1.10714e+10	0.0125193
35	1.12065e+10	-8.77859e+06	-6.41625e+06	-5.09088e+06	-5.29571e+06	-1.05055e+06	-1.0874e+06	-5.49043e+06	-7.81528e+06	-1.38591e+06	-1.29113e+06	-1.68496e+06	-907444	-1.27628e+06	-3.27521e+06	-1.25724e+06	-2.16606e+06	-3.01648e+06	-1.94745e+06	-2.24675e+06	-1.50577e+06	-2.87345e+06	-1.90275e+06	-778439	-1.6711e+06	-2.075e+06	-2.62042e+06	-2.3567e+06	-1.41944e+06	-2.78677e+06	-2.30397e+06	-1.10811e+06	-759025	-2.49651e+06	-2.49363e+06	-2.10513e+06	-1.92318e+06	-2.02119e+06	-660856	-2.33737e+06	-1.8897e+06	-1.36624e+06	-1.53604e+06	-2.39784e+06	-1.48565e+06	-913438	-1.90633e+06	-1.95136e+06	-2.01739e+06	-929405	-639733	-1.28703e+06	-844396	-2.12621e+06	-1.6317e+06	-2.02062e+06	-1.57052e+06	-2.06434e+06	-1.10143e+06	-2.06937e+06	-1.04484e+06	-1.83757e+06	-1.38011e+06	-1.37409e+06	1.10714e+10	0.0122102
36	1.12038e+10	-8.86387e+06	-7.28263e+06	-4.76943e+06	-9.06457e+06	-1.22438e+06	-2.88074e+06	-2.40719e+06	-2.56256e+06	-2.46453e+06	-825449	-618848	-832938	-1.67609e+06	-3.98237e+06	-2.0258e+06	-2.50068e+06	-2.18975e+06	-2.25897e+06	-2.87864e+06	-1.66092e+06	-2.18423e+06	-1.79846e+06	-2.02135e+06	-2.18084e+06	-2.85883e+06	-2.20939e+06	-2.5378e+06	-2.90595e+06	-2.59142e+06	-2.30837e+06	-1.11043e+06	-1.49391e+06	-2.27331e+06	-1.88862e+06	-1.79209e+06	-1.52661e+06	-2.28877e+06	-699257	-2.27879e+06	-1.98833e+06	-2.12293e+06	-947126	-2.50325e+06	-1.49693e+06	-1.09226e+06	-1.1118e+06	-2.16108e+06	-1.77555e+06	-536747	-737849	-1.00986e+06	-609093	-2.30305e+06	-1.07511e+06	-2.28346e+06	-929565	-1.49578e+06	-1.53529e+06	-1.97381e+06	-865321	-2.047e+06	-1.80905e+06	-1.72304e+06	1.10714e+10	0.01196
37	1.12004e+10	-2.96942e+06	-3.49431e+06	-4.97889e+06	-6.51325e+06	-1.09318e+06	-2.76401e+06	-2.6021e+06	-2.23107e+06	-1.61468e+06	-1.19284e+06	-696048	-1.04823e+06	-2.38699e+06	-4.35179e+06	-2.08677e+06	-2.65288e+06	-1.92961e+06	-1.66772e+06	-2.03567e+06	-3.35298e+06	-1.87708e+06	-1.54987e+06	-2.76705e+06	-2.10634e+06	-2.38272e+06	-1.74608e+06	-1.62567e+06	-1.7258e+06	-1.91578e+06	-4.425e+06	-1.98428e+06	-1.62166e+06	-1.96264e+06	-1.90007e+06	-1.5707e+06	-2.00569e+06	-1.75735e+06	-1.42314e+06	-1.44973e+06	-2.76927e+06	-677041	-733539	-2.36188e+06	-1.50899e+06	-2.24389e+06	-848416	-1.96813e+06	-1.83477e+06	-852864	-766819	-2.10419e+06	-1.39767e+06	-2.24182e+06	-1.99028e+06	-2.20787e+06	-1.0654e+06	-1.68119e+06	-807231	-2.09703e+06	-782983	-2.67113e+06	-1.46432e+06	-620402	1.10733e+10	0.0114832
38	1.11965e+10	-2.7294e+06	-3.09635e+06	-4.79133e+06	-2.30923e+06	-1.87445e+06	-2.3032e+06	-2.43451e+06	-2.839e+06	-3.83342e+06	-1.74047e+06	-647093	-778972	-2.78435e+06	-1.51773e+06	-1.23624e+06	-2.23027e+06	-2.65992e+06	-1.89165e+06	-1.22503e+06	-3.89533e+06	-1.93928e+06	-2.72689e+06	-1.7363e+06	-1.87514e+06	-2.03236e+06	-1.36834e+06	-1.50437e+06	-2.77246e+06	-2.62803e+06	-2.52632e+06	-2.03032e+06	-949489	-1.64494e+06	-2.14021e+06	-1.24787e+06	-2.14295e+06	-1.51214e+06	-926884	-1.28834e+06	-2.20862e+06	-552604	-774461	-2.05162e+06	-1.51686e+06	-2.8064e+06	-495391	-1.38322e+06	-1.85758e+06	-1.17321e+06	-774615	-1.38223e+06	-1.15277e+06	-1.48393e+06	-1.48531e+06	-2.01687e+06	-1.19742e+06	-1.33301e+06	-1.18485e+06	-1.89952e+06	-773471	-1.86163e+06	-1.44546e+06	-1.46085e+06	1.10804e+10	0.0104764
39	1.11932e+10	-2.69491e+06	-2.55621e+06	-2.99963e+06	-2.584e+06	-2.907e+06	-3.00188e+06	-3.07672e+06	-2.14274e+06	-1.8743e+06	-1.62487e+06	-1.36775e+06	-899070	-2.81487e+06	-1.46521e+06	-1.6101e+06	-1.60916e+06	-3.08002e+06	-1.58254e+06	-1.31257e+06	-3.42373e+06	-1.96602e+06	-2.28396e+06	-1.45979e+06	-2.15574e+06	-1.48113e+06	-1.63126e+06	-2.01171e+06	-2.08167e+06	-3.10642e+06	-2.27364e+06	-1.48002e+06	-1.4146e+06	-1.44388e+06	-1.8069e+06	-1.34527e+06	-2.69325e+06	-1.90158e+06	-1.02789e+06	-1.4569e+06	-3.13661e+06	-329654	-776012	-2.2633e+06	-711403	-1.96445e+06	-723003	-1.52591e+06	-1.23964e+06	-873308	-682272	-1.05791e+06	-882057	-1.27316e+06	-1.97104e+06	-1.09331e+06	-1.41132e+06	-2.10122e+06	-1.31426e+06	-2.29515e+06	-1.54153e+06	-1.84667e+06	-920619	-1.32815e+06	1.10804e+10	0.0101802
40	1.11876e+10	-3.00307e+06	-2.74399e+06	-3.63241e+06	-1.96021e+06	-2.20169e+06	-2.80109e+06	-2.55788e+06	-2.0158e+06	-2.23184e+06	-1.17664e+06	-1.94442e+06	-1.55757e+06	-2.67432e+06	-1.28355e+06	-1.35017e+06	-2.37349e+06	-1.58923e+06	-1.96485e+06	-1.67128e+06	-3.0155e+06	-1.96777e+06	-2.42395e+06	-847865	-2.14392e+06	-1.47915e+06	-1.43022e+06	-806832	-2.11808e+06	-1.97122e+06	-2.34813e+06	-833107	-930497	-1.96715e+06	-1.56676e+06	-1.31912e+06	-2.81488e+06	-619710	-662733	-1.48657e+06	-3.45918e+06	-626288	-789117	-1.48937e+06	-746177	-2.10575e+06	-629201	-1.54218e+06	-1.57148e+06	-746649	-767041	-1.10267e+06	-783240	-1.34765e+06	-1.41653e+06	-1.03602e+06	-1.55458e+06	-2.37248e+06	-1.40988e+06	-1.75491e+06	-1.42792e+06	-1.40122e+06	-744981	-1.08751e+06	1.10822e+10	0.00951059
